Link_Id,Product_Id,Ingredient_Id
LINK_00177,68,ING_0001
LINK_00178,68,ING_0087
LINK_00179,69,ING_0001
LINK_00180,70,ING_0022
LINK_00181,70,ING_0086
LINK_00182,70,ING_0088
LINK_00183,70,ING_0093
LINK_00184,71,ING_0022
LINK_00185,72,ING_0001
LINK_00186,72,ING_0002
LINK_00187,72,ING_0003
LINK_00188,72,ING_0022
LINK_00189,72,ING_0027
LINK_00190,72,ING_0028
LINK_00191,72,ING_0055
LINK_00192,72,ING_0086
LINK_00193,72,ING_0087
LINK_00194,72,ING_0091
LINK_00195,72,ING_0092
LINK_00196,72,ING_0109
LINK_00197,73,ING_0001
LINK_00198,73,ING_0088
LINK_00199,73,ING_0090
LINK_00200,75,ING_0001
LINK_00201,75,ING_0022
LINK_00202,75,ING_0087
LINK_00203,76,ING_0001
LINK_00204,76,ING_0002
LINK_00205,76,ING_0003
LINK_00206,76,ING_0022
LINK_00207,76,ING_0027
LINK_00208,76,ING_0028
LINK_00209,76,ING_0055
LINK_00210,76,ING_0086
LINK_00211,76,ING_0087
LINK_00212,76,ING_0091
LINK_00213,76,ING_0092
LINK_00214,76,ING_0109
LINK_00215,77,ING_0001
LINK_00216,78,ING_0001
LINK_00217,78,ING_0005
LINK_00218,78,ING_0041
LINK_00219,79,ING_0092
LINK_00220,80,ING_0001
LINK_00221,80,ING_0003
LINK_00222,80,ING_0005
LINK_00223,80,ING_0011
LINK_00224,80,ING_0027
LINK_00225,80,ING_0091
LINK_00226,80,ING_0092
LINK_00227,81,ING_0001
LINK_00228,81,ING_0012
LINK_00229,81,ING_0026
LINK_00230,81,ING_0055
LINK_00231,81,ING_0090
LINK_00232,82,ING_0001
LINK_00233,82,ING_0088
LINK_00234,82,ING_0096
LINK_00235,83,ING_0001
LINK_00236,83,ING_0088
LINK_00237,83,ING_0093
LINK_00238,84,ING_0001
LINK_00239,84,ING_0037
LINK_00240,84,ING_0110
LINK_00241,85,ING_0001
LINK_00242,85,ING_0002
LINK_00243,85,ING_0020
LINK_00244,85,ING_0045
LINK_00245,85,ING_0047
LINK_00246,86,ING_0005
LINK_00247,86,ING_0012
LINK_00248,86,ING_0027
LINK_00249,86,ING_0033
LINK_00250,86,ING_0050
LINK_00251,86,ING_0088
LINK_00252,86,ING_0089
LINK_00253,86,ING_0092
LINK_00254,87,ING_0001
LINK_00255,87,ING_0028
LINK_00256,87,ING_0086
LINK_00257,88,ING_0022
LINK_00258,89,ING_0001
LINK_00259,89,ING_0011
LINK_00260,89,ING_0012
LINK_00261,89,ING_0149
LINK_00262,89,ING_0150
LINK_00263,90,ING_0001
LINK_00264,91,ING_0001
LINK_00265,91,ING_0022
LINK_00266,91,ING_0088
LINK_00267,91,ING_0089
LINK_00268,92,ING_0001
LINK_00269,92,ING_0003
LINK_00270,92,ING_0005
LINK_00271,92,ING_0022
LINK_00272,92,ING_0108
LINK_00273,93,ING_0001
LINK_00274,93,ING_0022
LINK_00275,93,ING_0092
LINK_00276,94,ING_0040
LINK_00277,94,ING_0055
LINK_00278,94,ING_0089
LINK_00279,94,ING_0098
LINK_00280,95,ING_0001
LINK_00281,95,ING_0091
LINK_00282,96,ING_0001
LINK_00283,96,ING_0002
LINK_00284,96,ING_0019
LINK_00285,96,ING_0028
LINK_00286,96,ING_0110
LINK_00287,97,ING_0041
LINK_00288,97,ING_0055
LINK_00289,97,ING_0123
LINK_00290,97,ING_0129
LINK_00291,98,ING_0001
LINK_00292,98,ING_0092
LINK_00293,98,ING_0093
LINK_00294,99,ING_0001
LINK_00295,99,ING_0022
LINK_00296,100,ING_0001
LINK_00297,101,ING_0022
LINK_00298,101,ING_0092
LINK_00299,102,ING_0001
LINK_00300,102,ING_0022
LINK_00301,102,ING_0026
LINK_00302,102,ING_0027
LINK_00303,102,ING_0046
LINK_00304,102,ING_0091
LINK_00305,103,ING_0001
LINK_00306,103,ING_0003
LINK_00307,103,ING_0010
LINK_00308,103,ING_0028
LINK_00309,103,ING_0029
LINK_00310,104,ING_0001
LINK_00311,104,ING_0022
LINK_00312,105,ING_0001
LINK_00313,105,ING_0022
LINK_00314,105,ING_0054
LINK_00315,105,ING_0092
LINK_00316,105,ING_0093
LINK_00317,106,ING_0001
LINK_00318,106,ING_0027
LINK_00319,106,ING_0041
LINK_00320,106,ING_0088
LINK_00321,106,ING_0093
LINK_00322,107,ING_0001
LINK_00323,107,ING_0022
LINK_00324,108,ING_0001
LINK_00325,108,ING_0041
LINK_00326,109,ING_0001
LINK_00327,109,ING_0022
LINK_00328,109,ING_0055
LINK_00329,110,ING_0005
LINK_00330,110,ING_0019
LINK_00331,110,ING_0022
LINK_00332,110,ING_0089
LINK_00333,110,ING_0093
LINK_00334,111,ING_0001
LINK_00335,111,ING_0050
LINK_00336,111,ING_0055
LINK_00337,112,ING_0001
LINK_00338,112,ING_0055
LINK_00339,112,ING_0148
LINK_00340,113,ING_0001
LINK_00341,113,ING_0005
LINK_00342,113,ING_0009
LINK_00343,113,ING_0038
LINK_00344,113,ING_0062
LINK_00345,113,ING_0090
LINK_00346,113,ING_0106
LINK_00347,113,ING_0130
LINK_00348,113,ING_0138
LINK_00349,114,ING_0001
LINK_00350,114,ING_0038
LINK_00351,115,ING_0047
LINK_00352,115,ING_0145
LINK_00353,116,ING_0001
LINK_00354,116,ING_0041
LINK_00355,116,ING_0092
LINK_00356,116,ING_0093
LINK_00357,117,ING_0001
LINK_00358,117,ING_0012
LINK_00359,117,ING_0022
LINK_00360,117,ING_0093
LINK_00361,118,ING_0011
LINK_00362,118,ING_0022
LINK_00363,118,ING_0089
LINK_00364,119,ING_0001
LINK_00365,120,ING_0001
LINK_00366,120,ING_0002
LINK_00367,120,ING_0003
LINK_00368,120,ING_0005
LINK_00369,120,ING_0013
LINK_00370,120,ING_0056
LINK_00371,120,ING_0100
LINK_00372,120,ING_0101
LINK_00373,120,ING_0132
LINK_00374,121,ING_0001
LINK_00375,121,ING_0022
LINK_00376,121,ING_0055
LINK_00377,121,ING_0090
LINK_00378,123,ING_0012
LINK_00379,123,ING_0022
LINK_00380,123,ING_0090
LINK_00381,123,ING_0092
LINK_00382,124,ING_0001
LINK_00383,124,ING_0020
LINK_00384,124,ING_0085
LINK_00385,124,ING_0111
LINK_00386,125,ING_0001
LINK_00387,125,ING_0011
LINK_00388,125,ING_0022
LINK_00389,125,ING_0148
LINK_00390,126,ING_0001
LINK_00391,126,ING_0002
LINK_00392,126,ING_0010
LINK_00393,126,ING_0055
LINK_00394,126,ING_0087
LINK_00395,127,ING_0001
LINK_00396,127,ING_0087
LINK_00397,128,ING_0001
LINK_00398,128,ING_0092
LINK_00399,129,ING_0001
LINK_00400,130,ING_0001
LINK_00401,130,ING_0046
LINK_00402,130,ING_0092
LINK_00403,131,ING_0001
LINK_00404,131,ING_0012
LINK_00405,131,ING_0027
LINK_00406,131,ING_0055
LINK_00407,131,ING_0090
LINK_00408,132,ING_0001
LINK_00409,132,ING_0026
LINK_00410,132,ING_0101
LINK_00411,132,ING_0111
LINK_00412,132,ING_0112
LINK_00413,133,ING_0013
LINK_00414,133,ING_0027
LINK_00415,134,ING_0001
LINK_00416,134,ING_0022
LINK_00417,134,ING_0096
LINK_00418,134,ING_0104
LINK_00419,135,ING_0001
LINK_00420,135,ING_0002
LINK_00421,135,ING_0022
LINK_00422,135,ING_0058
LINK_00423,135,ING_0087
LINK_00424,136,ING_0001
LINK_00425,136,ING_0046
LINK_00426,136,ING_0092
LINK_00427,137,ING_0001
LINK_00428,137,ING_0088
LINK_00429,138,ING_0001
LINK_00430,139,ING_0005
LINK_00431,140,ING_0001
LINK_00432,140,ING_0003
LINK_00433,141,ING_0001
LINK_00434,142,ING_0001
LINK_00435,142,ING_0010
LINK_00436,142,ING_0022
LINK_00437,142,ING_0026
LINK_00438,142,ING_0028
LINK_00439,142,ING_0037
LINK_00440,142,ING_0050
LINK_00441,142,ING_0055
LINK_00442,142,ING_0087
LINK_00443,142,ING_0088
LINK_00444,142,ING_0091
LINK_00445,142,ING_0092
LINK_00446,142,ING_0096
LINK_00447,142,ING_0098
LINK_00448,143,ING_0026
LINK_00449,144,ING_0001
LINK_00450,144,ING_0028
LINK_00451,144,ING_0097
LINK_00452,144,ING_0098
LINK_00453,145,ING_0055
LINK_00454,145,ING_0086
LINK_00455,146,ING_0012
LINK_00456,146,ING_0088
LINK_00457,146,ING_0089
LINK_00458,146,ING_0090
LINK_00459,147,ING_0005
LINK_00460,148,ING_0001
LINK_00461,148,ING_0020
LINK_00462,148,ING_0022
LINK_00463,148,ING_0093
LINK_00464,149,ING_0001
LINK_00465,150,ING_0012
LINK_00466,150,ING_0087
LINK_00467,150,ING_0089
LINK_00468,150,ING_0090
LINK_00469,150,ING_0092
LINK_00470,151,ING_0001
LINK_00471,151,ING_0027
LINK_00472,152,ING_0001
LINK_00473,152,ING_0123
LINK_00474,153,ING_0020
LINK_00475,153,ING_0027
LINK_00476,153,ING_0050
LINK_00477,153,ING_0098
LINK_00478,154,ING_0079
LINK_00479,155,ING_0001
LINK_00480,155,ING_0041
LINK_00481,156,ING_0001
LINK_00482,156,ING_0022
LINK_00483,156,ING_0082
LINK_00484,156,ING_0095
LINK_00485,157,ING_0001
LINK_00486,157,ING_0009
LINK_00487,157,ING_0058
LINK_00488,157,ING_0145
LINK_00489,158,ING_0001
LINK_00490,158,ING_0020
LINK_00491,158,ING_0026
LINK_00492,159,ING_0046
LINK_00493,159,ING_0088
LINK_00494,159,ING_0089
LINK_00495,160,ING_0001
LINK_00496,160,ING_0026
LINK_00497,160,ING_0090
LINK_00498,162,ING_0001
LINK_00499,162,ING_0022
LINK_00500,162,ING_0049
LINK_00501,163,ING_0001
LINK_00502,163,ING_0041
LINK_00503,164,ING_0001
LINK_00504,164,ING_0022
LINK_00505,165,ING_0087
LINK_00506,165,ING_0092
LINK_00507,166,ING_0088
LINK_00508,167,ING_0022
LINK_00509,167,ING_0093
LINK_00510,168,ING_0001
LINK_00511,168,ING_0012
LINK_00512,168,ING_0022
LINK_00513,168,ING_0142
LINK_00514,169,ING_0001
LINK_00515,169,ING_0026
LINK_00516,170,ING_0001
LINK_00517,170,ING_0013
LINK_00518,170,ING_0022
LINK_00519,170,ING_0036
LINK_00520,170,ING_0109
LINK_00521,171,ING_0093
LINK_00522,172,ING_0001
LINK_00523,173,ING_0086
LINK_00524,173,ING_0087
LINK_00525,173,ING_0091
LINK_00526,174,ING_0001
LINK_00527,174,ING_0028
LINK_00528,174,ING_0128
LINK_00529,175,ING_0001
LINK_00530,175,ING_0088
LINK_00531,176,ING_0001
LINK_00532,176,ING_0004
LINK_00533,176,ING_0026
LINK_00534,177,ING_0001
LINK_00535,177,ING_0011
LINK_00536,177,ING_0022
LINK_00537,177,ING_0089
LINK_00538,177,ING_0091
LINK_00539,177,ING_0129
LINK_00540,177,ING_0130
LINK_00541,177,ING_0131
LINK_00542,177,ING_0132
LINK_00543,177,ING_0133
LINK_00544,177,ING_0136
LINK_00545,177,ING_0137
LINK_00546,177,ING_0138
LINK_00547,177,ING_0139
LINK_00548,177,ING_0140
LINK_00549,177,ING_0141
LINK_00550,178,ING_0001
LINK_00551,179,ING_0001
LINK_00552,179,ING_0005
LINK_00553,179,ING_0024
LINK_00554,179,ING_0100
LINK_00555,179,ING_0102
LINK_00556,179,ING_0103
LINK_00557,180,ING_0088
LINK_00558,180,ING_0091
LINK_00559,180,ING_0092
LINK_00560,181,ING_0001
LINK_00561,181,ING_0012
LINK_00562,181,ING_0013
LINK_00563,181,ING_0090
LINK_00564,181,ING_0121
LINK_00565,182,ING_0001
LINK_00566,182,ING_0004
LINK_00567,182,ING_0029
LINK_00568,182,ING_0047
LINK_00569,182,ING_0080
LINK_00570,182,ING_0082
LINK_00571,183,ING_0001
LINK_00572,183,ING_0010
LINK_00573,183,ING_0011
LINK_00574,183,ING_0092
LINK_00575,183,ING_0096
LINK_00576,184,ING_0012
LINK_00577,184,ING_0022
LINK_00578,184,ING_0027
LINK_00579,184,ING_0028
LINK_00580,184,ING_0085
LINK_00581,184,ING_0090
LINK_00582,184,ING_0092
LINK_00583,184,ING_0143
LINK_00584,185,ING_0088
LINK_00585,185,ING_0091
LINK_00586,185,ING_0092
LINK_00587,186,ING_0001
LINK_00588,186,ING_0022
LINK_00589,187,ING_0001
LINK_00590,187,ING_0012
LINK_00591,188,ING_0001
LINK_00592,189,ING_0087
LINK_00593,189,ING_0088
LINK_00594,189,ING_0092
LINK_00595,190,ING_0088
LINK_00596,190,ING_0091
LINK_00597,190,ING_0092
LINK_00598,191,ING_0088
LINK_00599,191,ING_0091
LINK_00600,191,ING_0092
LINK_00601,192,ING_0001
LINK_00602,192,ING_0022
LINK_00603,192,ING_0093
LINK_00604,193,ING_0001
LINK_00605,193,ING_0003
LINK_00606,193,ING_0027
LINK_00607,193,ING_0055
LINK_00608,193,ING_0086
LINK_00609,194,ING_0028
LINK_00610,194,ING_0087
LINK_00611,195,ING_0001
LINK_00612,195,ING_0012
LINK_00613,195,ING_0013
LINK_00614,195,ING_0090
LINK_00615,195,ING_0121
LINK_00616,197,ING_0001
LINK_00617,197,ING_0012
LINK_00618,197,ING_0022
LINK_00619,197,ING_0026
LINK_00620,197,ING_0055
LINK_00621,197,ING_0092
LINK_00622,197,ING_0093
LINK_00623,198,ING_0012
LINK_00624,198,ING_0096
LINK_00625,199,ING_0088
LINK_00626,199,ING_0091
LINK_00627,199,ING_0092
LINK_00628,201,ING_0001
LINK_00629,201,ING_0013
LINK_00630,201,ING_0028
LINK_00631,201,ING_0098
LINK_00632,202,ING_0001
LINK_00633,202,ING_0027
LINK_00634,203,ING_0001
LINK_00635,204,ING_0001
LINK_00636,204,ING_0013
LINK_00637,204,ING_0026
LINK_00638,204,ING_0038
LINK_00639,205,ING_0001
LINK_00640,205,ING_0002
LINK_00641,205,ING_0088
LINK_00642,206,ING_0001
LINK_00643,206,ING_0055
LINK_00644,206,ING_0082
LINK_00645,207,ING_0001
LINK_00646,207,ING_0022
LINK_00647,207,ING_0055
LINK_00648,207,ING_0092
LINK_00649,208,ING_0001
LINK_00650,208,ING_0022
LINK_00651,208,ING_0055
LINK_00652,210,ING_0092
LINK_00653,211,ING_0001
LINK_00654,211,ING_0011
LINK_00655,211,ING_0012
LINK_00656,211,ING_0089
LINK_00657,212,ING_0001
LINK_00658,213,ING_0001
LINK_00659,213,ING_0149
LINK_00660,213,ING_0150
LINK_00661,214,ING_0001
LINK_00662,214,ING_0011
LINK_00663,214,ING_0026
LINK_00664,214,ING_0088
LINK_00665,214,ING_0092
LINK_00666,215,ING_0001
LINK_00667,215,ING_0027
LINK_00668,216,ING_0001
LINK_00669,216,ING_0049
LINK_00670,217,ING_0093
LINK_00671,218,ING_0001
LINK_00672,219,ING_0022
LINK_00673,219,ING_0093
LINK_00674,220,ING_0001
LINK_00675,220,ING_0011
LINK_00676,220,ING_0022
LINK_00677,220,ING_0026
LINK_00678,220,ING_0088
LINK_00679,220,ING_0093
LINK_00680,221,ING_0001
LINK_00681,221,ING_0012
LINK_00682,221,ING_0013
LINK_00683,221,ING_0022
LINK_00684,221,ING_0085
LINK_00685,221,ING_0092
LINK_00686,222,ING_0001
LINK_00687,222,ING_0041
LINK_00688,223,ING_0004
LINK_00689,223,ING_0026
LINK_00690,224,ING_0001
LINK_00691,224,ING_0011
LINK_00692,225,ING_0001
LINK_00693,225,ING_0002
LINK_00694,225,ING_0003
LINK_00695,225,ING_0011
LINK_00696,225,ING_0047
LINK_00697,225,ING_0055
LINK_00698,225,ING_0091
LINK_00699,226,ING_0001
LINK_00700,226,ING_0012
LINK_00701,226,ING_0022
LINK_00702,227,ING_0001
LINK_00703,227,ING_0055
LINK_00704,228,ING_0001
LINK_00705,228,ING_0011
LINK_00706,229,ING_0001
LINK_00707,229,ING_0003
LINK_00708,229,ING_0041
LINK_00709,229,ING_0093
LINK_00710,229,ING_0095
LINK_00711,230,ING_0027
LINK_00712,230,ING_0037
LINK_00713,230,ING_0055
LINK_00714,231,ING_0001
LINK_00715,231,ING_0012
LINK_00716,231,ING_0022
LINK_00717,231,ING_0087
LINK_00718,231,ING_0090
LINK_00719,231,ING_0092
LINK_00720,232,ING_0001
LINK_00721,233,ING_0001
LINK_00722,233,ING_0022
LINK_00723,233,ING_0047
LINK_00724,233,ING_0079
LINK_00725,233,ING_0092
LINK_00726,233,ING_0147
LINK_00727,234,ING_0001
LINK_00728,234,ING_0005
LINK_00729,234,ING_0055
LINK_00730,234,ING_0088
LINK_00731,235,ING_0001
LINK_00732,235,ING_0090
LINK_00733,235,ING_0092
LINK_00734,236,ING_0001
LINK_00735,236,ING_0091
LINK_00736,236,ING_0092
LINK_00737,237,ING_0001
LINK_00738,237,ING_0003
LINK_00739,237,ING_0012
LINK_00740,237,ING_0022
LINK_00741,237,ING_0026
LINK_00742,237,ING_0078
LINK_00743,237,ING_0091
LINK_00744,237,ING_0092
LINK_00745,238,ING_0026
LINK_00746,238,ING_0040
LINK_00747,239,ING_0086
LINK_00748,239,ING_0088
LINK_00749,239,ING_0089
LINK_00750,239,ING_0090
LINK_00751,240,ING_0001
LINK_00752,240,ING_0012
LINK_00753,240,ING_0047
LINK_00754,241,ING_0001
LINK_00755,241,ING_0028
LINK_00756,241,ING_0029
LINK_00757,241,ING_0098
LINK_00758,241,ING_0099
LINK_00759,242,ING_0001
LINK_00760,242,ING_0002
LINK_00761,242,ING_0003
LINK_00762,242,ING_0004
LINK_00763,242,ING_0011
LINK_00764,242,ING_0022
LINK_00765,242,ING_0047
LINK_00766,242,ING_0055
LINK_00767,242,ING_0091
LINK_00768,242,ING_0095
LINK_00769,243,ING_0001
LINK_00770,243,ING_0003
LINK_00771,243,ING_0110
LINK_00772,244,ING_0001
LINK_00773,244,ING_0136
LINK_00774,245,ING_0001
LINK_00775,245,ING_0010
LINK_00776,245,ING_0012
LINK_00777,245,ING_0022
LINK_00778,245,ING_0055
LINK_00779,245,ING_0092
LINK_00780,246,ING_0001
LINK_00781,246,ING_0012
LINK_00782,247,ING_0001
LINK_00783,247,ING_0010
LINK_00784,247,ING_0012
LINK_00785,247,ING_0027
LINK_00786,247,ING_0050
LINK_00787,247,ING_0085
LINK_00788,248,ING_0001
LINK_00789,248,ING_0005
LINK_00790,248,ING_0096
LINK_00791,248,ING_0100
LINK_00792,249,ING_0001
LINK_00793,249,ING_0004
LINK_00794,249,ING_0022
LINK_00795,249,ING_0027
LINK_00796,249,ING_0046
LINK_00797,250,ING_0004
LINK_00798,250,ING_0026
LINK_00799,250,ING_0028
LINK_00800,251,ING_0001
LINK_00801,251,ING_0011
LINK_00802,251,ING_0012
LINK_00803,251,ING_0022
LINK_00804,251,ING_0026
LINK_00805,251,ING_0027
LINK_00806,251,ING_0043
LINK_00807,251,ING_0088
LINK_00808,251,ING_0089
LINK_00809,251,ING_0092
LINK_00810,251,ING_0093
LINK_00811,252,ING_0001
LINK_00812,252,ING_0004
LINK_00813,252,ING_0022
LINK_00814,252,ING_0028
LINK_00815,252,ING_0055
LINK_00816,252,ING_0092
LINK_00817,253,ING_0001
LINK_00818,254,ING_0001
LINK_00819,255,ING_0088
LINK_00820,255,ING_0091
LINK_00821,255,ING_0092
LINK_00822,256,ING_0088
LINK_00823,256,ING_0091
LINK_00824,256,ING_0092
LINK_00825,257,ING_0055
LINK_00826,257,ING_0086
LINK_00827,258,ING_0001
LINK_00828,258,ING_0019
LINK_00829,258,ING_0027
LINK_00830,258,ING_0034
LINK_00831,258,ING_0089
LINK_00832,258,ING_0090
LINK_00833,259,ING_0001
LINK_00834,259,ING_0010
LINK_00835,260,ING_0090
LINK_00836,261,ING_0088
LINK_00837,261,ING_0090
LINK_00838,261,ING_0091
LINK_00839,262,ING_0022
LINK_00840,262,ING_0027
LINK_00841,262,ING_0046
LINK_00842,262,ING_0092
LINK_00843,263,ING_0055
LINK_00844,263,ING_0088
LINK_00845,263,ING_0092
LINK_00846,263,ING_0130
LINK_00847,264,ING_0001
LINK_00848,264,ING_0012
LINK_00849,264,ING_0027
LINK_00850,264,ING_0049
LINK_00851,264,ING_0050
LINK_00852,264,ING_0087
LINK_00853,264,ING_0088
LINK_00854,264,ING_0089
LINK_00855,264,ING_0090
LINK_00856,264,ING_0091
LINK_00857,264,ING_0104
LINK_00858,264,ING_0105
LINK_00859,264,ING_0116
LINK_00860,264,ING_0130
LINK_00861,265,ING_0022
LINK_00862,265,ING_0046
LINK_00863,266,ING_0001
LINK_00864,266,ING_0004
LINK_00865,266,ING_0005
LINK_00866,266,ING_0028
LINK_00867,267,ING_0001
LINK_00868,268,ING_0001
LINK_00869,268,ING_0079
LINK_00870,268,ING_0110
LINK_00871,270,ING_0088
LINK_00872,270,ING_0092
LINK_00873,271,ING_0001
LINK_00874,271,ING_0003
LINK_00875,271,ING_0010
LINK_00876,271,ING_0011
LINK_00877,271,ING_0012
LINK_00878,271,ING_0013
LINK_00879,271,ING_0022
LINK_00880,271,ING_0089
LINK_00881,271,ING_0129
LINK_00882,272,ING_0022
LINK_00883,272,ING_0049
LINK_00884,272,ING_0092
LINK_00885,272,ING_0093
LINK_00886,273,ING_0007
LINK_00887,273,ING_0030
LINK_00888,273,ING_0110
LINK_00889,274,ING_0027
LINK_00890,274,ING_0092
LINK_00891,275,ING_0001
LINK_00892,276,ING_0090
LINK_00893,276,ING_0091
LINK_00894,276,ING_0092
LINK_00895,276,ING_0093
LINK_00896,277,ING_0093
LINK_00897,278,ING_0001
LINK_00898,278,ING_0003
LINK_00899,278,ING_0011
LINK_00900,278,ING_0013
LINK_00901,278,ING_0022
LINK_00902,278,ING_0034
LINK_00903,278,ING_0055
LINK_00904,278,ING_0093
LINK_00905,278,ING_0104
LINK_00906,279,ING_0007
LINK_00907,279,ING_0031
LINK_00908,279,ING_0033
LINK_00909,279,ING_0040
LINK_00910,279,ING_0041
LINK_00911,279,ING_0063
LINK_00912,279,ING_0101
LINK_00913,280,ING_0049
LINK_00914,281,ING_0001
LINK_00915,281,ING_0079
LINK_00916,282,ING_0001
LINK_00917,283,ING_0001
LINK_00918,283,ING_0020
LINK_00919,283,ING_0087
LINK_00920,283,ING_0088
LINK_00921,283,ING_0089
LINK_00922,283,ING_0090
LINK_00923,283,ING_0100
LINK_00924,284,ING_0001
LINK_00925,284,ING_0090
LINK_00926,284,ING_0092
LINK_00927,285,ING_0019
LINK_00928,285,ING_0027
LINK_00929,285,ING_0090
LINK_00930,285,ING_0092
